STATE/UT,Region,Oil_type,Year,Production
LAKSHADWEEP,REGION - SOUTH,HSD/Diesel,2018,13.964845
PUDUCHERRY,REGION - SOUTH,HSD/Diesel,2018,314.1515042
TAMIL NADU,REGION - SOUTH,HSD/Diesel,2018,6354.306247
TELANGANA,REGION - SOUTH,HSD/Diesel,2018,3753.368971
CHANDIGARH,REGION - NORTH,MS/Petrol,2019,126.7970365
DELHI,REGION - NORTH,MS/Petrol,2019,875.9657402
HARYANA,REGION - NORTH,MS/Petrol,2019,1029.40036
HIMACHAL PRADESH,REGION - NORTH,MS/Petrol,2019,238.0266303
JAMMU & KASHMIR,REGION - NORTH,MS/Petrol,2019,300.3900238
LADAKH,REGION - NORTH,MS/Petrol,2019,3.587029844
PUNJAB,REGION - NORTH,MS/Petrol,2019,960.2426391
RAJASTHAN,REGION - NORTH,MS/Petrol,2019,1657.004014
UTTAR PRADESH,REGION - NORTH,MS/Petrol,2019,3319.91735
UTTARAKHAND,REGION - NORTH,MS/Petrol,2019,326.2756814
ARUNACHAL PRADESH,REGION - NORTH EAST,MS/Petrol,2019,51.77016924
ASSAM,REGION - NORTH EAST,MS/Petrol,2019,445.1451335
MANIPUR,REGION - NORTH EAST,MS/Petrol,2019,68.23197896
MEGHALAYA,REGION - NORTH EAST,MS/Petrol,2019,99.76422212
MIZORAM,REGION - NORTH EAST,MS/Petrol,2019,31.16631799
NAGALAND,REGION - NORTH EAST,MS/Petrol,2019,39.2270481
SIKKIM,REGION - NORTH EAST,MS/Petrol,2019,21.10934253
TRIPURA,REGION - NORTH EAST,MS/Petrol,2019,57.67840666
ANDAMAN & NICOBAR,REGION - EAST,MS/Petrol,2019,18.85783497
BIHAR,REGION - EAST,MS/Petrol,2019,852.0515942
JHARKHAND,REGION - EAST,MS/Petrol,2019,526.4540317
ODISHA,REGION - EAST,MS/Petrol,2019,834.4563391
WEST BENGAL,REGION - EAST,MS/Petrol,2019,996.0956013
CHHATTISGARH,REGION - WEST,MS/Petrol,2019,613.1378738
DADRA & NAGAR HAVELI AND DAMAN & DIU,REGION - WEST,MS/Petrol,2019,38.93220775
GOA,REGION - WEST,MS/Petrol,2019,186.069473
GUJARAT,REGION - WEST,MS/Petrol,2019,2066.810445
MADHYA PRADESH,REGION - WEST,MS/Petrol,2019,1463.685511
MAHARASHTRA,REGION - WEST,MS/Petrol,2019,3462.009271
ANDHRA PRADESH,REGION - SOUTH,MS/Petrol,2019,1278.382891
KARNATAKA,REGION - SOUTH,MS/Petrol,2019,2270.4912
KERALA,REGION - SOUTH,MS/Petrol,2019,1558.843463
LAKSHADWEEP,REGION - SOUTH,MS/Petrol,2019,0
PUDUCHERRY,REGION - SOUTH,MS/Petrol,2019,133.7641509
TAMIL NADU,REGION - SOUTH,MS/Petrol,2019,2735.449486
TELANGANA,REGION - SOUTH,MS/Petrol,2019,1288.297908
CHANDIGARH,REGION - NORTH,HSD/Diesel,2019,197.6855724
DELHI,REGION - NORTH,HSD/Diesel,2019,835.2596912
HARYANA,REGION - NORTH,HSD/Diesel,2019,4716.803855
HIMACHAL PRADESH,REGION - NORTH,HSD/Diesel,2019,667.6065456
JAMMU & KASHMIR,REGION - NORTH,HSD/Diesel,2019,675.5246487
LADAKH,REGION - NORTH,HSD/Diesel,2019,4.964996885
PUNJAB,REGION - NORTH,HSD/Diesel,2019,3213.735887
RAJASTHAN,REGION - NORTH,HSD/Diesel,2019,5271.862918
UTTAR PRADESH,REGION - NORTH,HSD/Diesel,2019,9484.927833
UTTARAKHAND,REGION - NORTH,HSD/Diesel,2019,744.0101747
ARUNACHAL PRADESH,REGION - NORTH EAST,HSD/Diesel,2019,161.4947447
ASSAM,REGION - NORTH EAST,HSD/Diesel,2019,1023.801074
MANIPUR,REGION - NORTH EAST,HSD/Diesel,2019,118.3720566
MEGHALAYA,REGION - NORTH EAST,HSD/Diesel,2019,355.9159137
MIZORAM,REGION - NORTH EAST,HSD/Diesel,2019,74.86990067
NAGALAND,REGION - NORTH EAST,HSD/Diesel,2019,90.43902873
SIKKIM,REGION - NORTH EAST,HSD/Diesel,2019,77.96191994
TRIPURA,REGION - NORTH EAST,HSD/Diesel,2019,86.79161469
ANDAMAN & NICOBAR,REGION - EAST,HSD/Diesel,2019,157.2043317
BIHAR,REGION - EAST,HSD/Diesel,2019,2366.744116
JHARKHAND,REGION - EAST,HSD/Diesel,2019,1968.420017
ODISHA,REGION - EAST,HSD/Diesel,2019,2661.744724
WEST BENGAL,REGION - EAST,HSD/Diesel,2019,3438.650419
CHHATTISGARH,REGION - WEST,HSD/Diesel,2019,1648.234945
DADRA & NAGAR HAVELI AND DAMAN & DIU,REGION - WEST,HSD/Diesel,2019,234.0076833
GOA,REGION - WEST,HSD/Diesel,2019,305.5113524
GUJARAT,REGION - WEST,HSD/Diesel,2019,5607.584528
MADHYA PRADESH,REGION - WEST,HSD/Diesel,2019,3654.912151
MAHARASHTRA,REGION - WEST,HSD/Diesel,2019,9528.949623
ANDHRA PRADESH,REGION - SOUTH,HSD/Diesel,2019,3833.617718
KARNATAKA,REGION - SOUTH,HSD/Diesel,2019,6601.845499
KERALA,REGION - SOUTH,HSD/Diesel,2019,2557.26263
LAKSHADWEEP,REGION - SOUTH,HSD/Diesel,2019,15.259493
PUDUCHERRY,REGION - SOUTH,HSD/Diesel,2019,290.3238366
TAMIL NADU,REGION - SOUTH,HSD/Diesel,2019,6191.293044
TELANGANA,REGION - SOUTH,HSD/Diesel,2019,3621.755778
CHANDIGARH,REGION - NORTH,MS/Petrol,2020,91.37782464
DELHI,REGION - NORTH,MS/Petrol,2020,668.8034468
HARYANA,REGION - NORTH,MS/Petrol,2020,1011.596185
HIMACHAL PRADESH,REGION - NORTH,MS/Petrol,2020,233.0930892
JAMMU & KASHMIR,REGION - NORTH,MS/Petrol,2020,273.1145548
LADAKH,REGION - NORTH,MS/Petrol,2020,12.46107424
PUNJAB,REGION - NORTH,MS/Petrol,2020,888.3600219
RAJASTHAN,REGION - NORTH,MS/Petrol,2020,1549.430057
UTTAR PRADESH,REGION - NORTH,MS/Petrol,2020,3210.064003
UTTARAKHAND,REGION - NORTH,MS/Petrol,2020,293.0090144
ARUNACHAL PRADESH,REGION - NORTH EAST,MS/Petrol,2020,50.59470167
ASSAM,REGION - NORTH EAST,MS/Petrol,2020,431.8529722
MANIPUR,REGION - NORTH EAST,MS/Petrol,2020,62.06134031
MEGHALAYA,REGION - NORTH EAST,MS/Petrol,2020,81.29359553
MIZORAM,REGION - NORTH EAST,MS/Petrol,2020,26.01450411
NAGALAND,REGION - NORTH EAST,MS/Petrol,2020,31.89375626
SIKKIM,REGION - NORTH EAST,MS/Petrol,2020,15.76066074
TRIPURA,REGION - NORTH EAST,MS/Petrol,2020,53.73596046
ANDAMAN & NICOBAR,REGION - EAST,MS/Petrol,2020,13.84968099
BIHAR,REGION - EAST,MS/Petrol,2020,848.944049
JHARKHAND,REGION - EAST,MS/Petrol,2020,512.5308534
ODISHA,REGION - EAST,MS/Petrol,2020,782.4012699
WEST BENGAL,REGION - EAST,MS/Petrol,2020,997.45813
CHHATTISGARH,REGION - WEST,MS/Petrol,2020,604.3239211
DADRA & NAGAR HAVELI AND DAMAN & DIU,REGION - WEST,MS/Petrol,2020,29.95586128
GOA,REGION - WEST,MS/Petrol,2020,145.1364462
GUJARAT,REGION - WEST,MS/Petrol,2020,1860.18762
MADHYA PRADESH,REGION - WEST,MS/Petrol,2020,1461.126501
MAHARASHTRA,REGION - WEST,MS/Petrol,2020,3014.383263
ANDHRA PRADESH,REGION - SOUTH,MS/Petrol,2020,1321.873287
KARNATAKA,REGION - SOUTH,MS/Petrol,2020,2123.918011
KERALA,REGION - SOUTH,MS/Petrol,2020,1371.104075
LAKSHADWEEP,REGION - SOUTH,MS/Petrol,2020,0
PUDUCHERRY,REGION - SOUTH,MS/Petrol,2020,108.3684771
TAMIL NADU,REGION - SOUTH,MS/Petrol,2020,2580.64562
TELANGANA,REGION - SOUTH,MS/Petrol,2020,1199.529817
CHANDIGARH,REGION - NORTH,HSD/Diesel,2020,126.5918182
DELHI,REGION - NORTH,HSD/Diesel,2020,499.1941134
HARYANA,REGION - NORTH,HSD/Diesel,2020,4434.891814
HIMACHAL PRADESH,REGION - NORTH,HSD/Diesel,2020,609.8053841
JAMMU & KASHMIR,REGION - NORTH,HSD/Diesel,2020,576.0081982
LADAKH,REGION - NORTH,HSD/Diesel,2020,56.10649403
PUNJAB,REGION - NORTH,HSD/Diesel,2020,2741.733867
RAJASTHAN,REGION - NORTH,HSD/Diesel,2020,4336.774269
UTTAR PRADESH,REGION - NORTH,HSD/Diesel,2020,9384.753761
UTTARAKHAND,REGION - NORTH,HSD/Diesel,2020,657.1608264
ARUNACHAL PRADESH,REGION - NORTH EAST,HSD/Diesel,2020,174.873772
ASSAM,REGION - NORTH EAST,HSD/Diesel,2020,904.0178558
MANIPUR,REGION - NORTH EAST,HSD/Diesel,2020,108.9560033
MEGHALAYA,REGION - NORTH EAST,HSD/Diesel,2020,281.0526167
MIZORAM,REGION - NORTH EAST,HSD/Diesel,2020,68.85485737
NAGALAND,REGION - NORTH EAST,HSD/Diesel,2020,88.92504063
SIKKIM,REGION - NORTH EAST,HSD/Diesel,2020,60.35225159
TRIPURA,REGION - NORTH EAST,HSD/Diesel,2020,88.65476955
ANDAMAN & NICOBAR,REGION - EAST,HSD/Diesel,2020,132.3897277
BIHAR,REGION - EAST,HSD/Diesel,2020,2136.600621
JHARKHAND,REGION - EAST,HSD/Diesel,2020,1741.521828
ODISHA,REGION - EAST,HSD/Diesel,2020,2534.506469
WEST BENGAL,REGION - EAST,HSD/Diesel,2020,3007.937252
CHHATTISGARH,REGION - WEST,HSD/Diesel,2020,1607.663313
DADRA & NAGAR HAVELI AND DAMAN & DIU,REGION - WEST,HSD/Diesel,2020,161.7385027
GOA,REGION - WEST,HSD/Diesel,2020,233.416451
GUJARAT,REGION - WEST,HSD/Diesel,2020,5089.835006
MADHYA PRADESH,REGION - WEST,HSD/Diesel,2020,3368.947858
MAHARASHTRA,REGION - WEST,HSD/Diesel,2020,8031.191093
ANDHRA PRADESH,REGION - SOUTH,HSD/Diesel,2020,3405.42787
KARNATAKA,REGION - SOUTH,HSD/Diesel,2020,5574.482299
KERALA,REGION - SOUTH,HSD/Diesel,2020,1922.660814
LAKSHADWEEP,REGION - SOUTH,HSD/Diesel,2020,15.982517
PUDUCHERRY,REGION - SOUTH,HSD/Diesel,2020,210.9232137
TAMIL NADU,REGION - SOUTH,HSD/Diesel,2020,5006.939089
TELANGANA,REGION - SOUTH,HSD/Diesel,2020,3253.326627
CHANDIGARH,REGION - NORTH,MS/Petrol,2021,110.0216136
DELHI,REGION - NORTH,MS/Petrol,2021,693.3142938
HARYANA,REGION - NORTH,MS/Petrol,2021,1113.691585
HIMACHAL PRADESH,REGION - NORTH,MS/Petrol,2021,272.264465
JAMMU & KASHMIR,REGION - NORTH,MS/Petrol,2021,316.3381853
LADAKH,REGION - NORTH,MS/Petrol,2021,16.79078325
PUNJAB,REGION - NORTH,MS/Petrol,2021,1015.847302
RAJASTHAN,REGION - NORTH,MS/Petrol,2021,1621.469967
UTTAR PRADESH,REGION - NORTH,MS/Petrol,2021,3696.102882
UTTARAKHAND,REGION - NORTH,MS/Petrol,2021,338.4407361
ARUNACHAL PRADESH,REGION - NORTH EAST,MS/Petrol,2021,55.4079273
ASSAM,REGION - NORTH EAST,MS/Petrol,2021,510.0075877
MANIPUR,REGION - NORTH EAST,MS/Petrol,2021,67.54896303
MEGHALAYA,REGION - NORTH EAST,MS/Petrol,2021,95.46459923
MIZORAM,REGION - NORTH EAST,MS/Petrol,2021,26.01467346
NAGALAND,REGION - NORTH EAST,MS/Petrol,2021,40.92283297
SIKKIM,REGION - NORTH EAST,MS/Petrol,2021,19.43856208
TRIPURA,REGION - NORTH EAST,MS/Petrol,2021,57.52931167
ANDAMAN & NICOBAR,REGION - EAST,MS/Petrol,2021,15.65990099
BIHAR,REGION - EAST,MS/Petrol,2021,926.6854534
JHARKHAND,REGION - EAST,MS/Petrol,2021,574.1362269
ODISHA,REGION - EAST,MS/Petrol,2021,863.884819
WEST BENGAL,REGION - EAST,MS/Petrol,2021,1076.936621
CHHATTISGARH,REGION - WEST,MS/Petrol,2021,660.8912761
DADRA & NAGAR HAVELI AND DAMAN & DIU,REGION - WEST,MS/Petrol,2021,38.62823498
GOA,REGION - WEST,MS/Petrol,2021,167.0467298
GUJARAT,REGION - WEST,MS/Petrol,2021,2134.027091
MADHYA PRADESH,REGION - WEST,MS/Petrol,2021,1542.726323
MAHARASHTRA,REGION - WEST,MS/Petrol,2021,3387.587792
ANDHRA PRADESH,REGION - SOUTH,MS/Petrol,2021,1419.412655
KARNATAKA,REGION - SOUTH,MS/Petrol,2021,2234.978271
KERALA,REGION - SOUTH,MS/Petrol,2021,1495.817428
LAKSHADWEEP,REGION - SOUTH,MS/Petrol,2021,0.005965004
PUDUCHERRY,REGION - SOUTH,MS/Petrol,2021,128.4716135
TAMIL NADU,REGION - SOUTH,MS/Petrol,2021,2758.093162
TELANGANA,REGION - SOUTH,MS/Petrol,2021,1357.337388
CHANDIGARH,REGION - NORTH,HSD/Diesel,2021,171.0287437
DELHI,REGION - NORTH,HSD/Diesel,2021,597.4676137
HARYANA,REGION - NORTH,HSD/Diesel,2021,4450.104973
HIMACHAL PRADESH,REGION - NORTH,HSD/Diesel,2021,776.6269921
JAMMU & KASHMIR,REGION - NORTH,HSD/Diesel,2021,698.5089483
LADAKH,REGION - NORTH,HSD/Diesel,2021,67.70046737
PUNJAB,REGION - NORTH,HSD/Diesel,2021,3112.969232
RAJASTHAN,REGION - NORTH,HSD/Diesel,2021,4452.394964
UTTAR PRADESH,REGION - NORTH,HSD/Diesel,2021,9496.285385
UTTARAKHAND,REGION - NORTH,HSD/Diesel,2021,699.6534447
ARUNACHAL PRADESH,REGION - NORTH EAST,HSD/Diesel,2021,192.4568934
ASSAM,REGION - NORTH EAST,HSD/Diesel,2021,1122.960065
MANIPUR,REGION - NORTH EAST,HSD/Diesel,2021,119.4182415
MEGHALAYA,REGION - NORTH EAST,HSD/Diesel,2021,331.1339049
MIZORAM,REGION - NORTH EAST,HSD/Diesel,2021,82.69213165
NAGALAND,REGION - NORTH EAST,HSD/Diesel,2021,101.1462654
SIKKIM,REGION - NORTH EAST,HSD/Diesel,2021,73.56601211
TRIPURA,REGION - NORTH EAST,HSD/Diesel,2021,94.70067526
ANDAMAN & NICOBAR,REGION - EAST,HSD/Diesel,2021,141.8725204
BIHAR,REGION - EAST,HSD/Diesel,2021,2055.145647
JHARKHAND,REGION - EAST,HSD/Diesel,2021,1660.603406
ODISHA,REGION - EAST,HSD/Diesel,2021,2593.64199
WEST BENGAL,REGION - EAST,HSD/Diesel,2021,2962.310454
CHHATTISGARH,REGION - WEST,HSD/Diesel,2021,1656.85473
DADRA & NAGAR HAVELI AND DAMAN & DIU,REGION - WEST,HSD/Diesel,2021,175.2825228
GOA,REGION - WEST,HSD/Diesel,2021,276.3651614
GUJARAT,REGION - WEST,HSD/Diesel,2021,5780.059878
MADHYA PRADESH,REGION - WEST,HSD/Diesel,2021,3375.011533
MAHARASHTRA,REGION - WEST,HSD/Diesel,2021,8322.086498
ANDHRA PRADESH,REGION - SOUTH,HSD/Diesel,2021,3432.196991
KARNATAKA,REGION - SOUTH,HSD/Diesel,2021,6203.608949
KERALA,REGION - SOUTH,HSD/Diesel,2021,2101.081284
LAKSHADWEEP,REGION - SOUTH,HSD/Diesel,2021,16.066275
PUDUCHERRY,REGION - SOUTH,HSD/Diesel,2021,300.2335523
TAMIL NADU,REGION - SOUTH,HSD/Diesel,2021,5371.121365
TELANGANA,REGION - SOUTH,HSD/Diesel,2021,3555.836666
CHANDIGARH,REGION - NORTH,MS/Petrol,2022,114.3683041
DELHI,REGION - NORTH,MS/Petrol,2022,899.5126192
HARYANA,REGION - NORTH,MS/Petrol,2022,1203.340841
HIMACHAL PRADESH,REGION - NORTH,MS/Petrol,2022,306.4364162
JAMMU & KASHMIR,REGION - NORTH,MS/Petrol,2022,354.7328038
LADAKH,REGION - NORTH,MS/Petrol,2022,20.34488998
PUNJAB,REGION - NORTH,MS/Petrol,2022,1133.513298
RAJASTHAN,REGION - NORTH,MS/Petrol,2022,1790.352037
UTTAR PRADESH,REGION - NORTH,MS/Petrol,2022,4103.397892
UTTARAKHAND,REGION - NORTH,MS/Petrol,2022,410.1995879
ARUNACHAL PRADESH,REGION - NORTH EAST,MS/Petrol,2022,66.70055512
ASSAM,REGION - NORTH EAST,MS/Petrol,2022,611.2101195
MANIPUR,REGION - NORTH EAST,MS/Petrol,2022,88.42449473
MEGHALAYA,REGION - NORTH EAST,MS/Petrol,2022,124.590831
MIZORAM,REGION - NORTH EAST,MS/Petrol,2022,35.43639759
NAGALAND,REGION - NORTH EAST,MS/Petrol,2022,51.17767347
SIKKIM,REGION - NORTH EAST,MS/Petrol,2022,26.46009243
TRIPURA,REGION - NORTH EAST,MS/Petrol,2022,64.29736541
ANDAMAN & NICOBAR,REGION - EAST,MS/Petrol,2022,19.39346596
BIHAR,REGION - EAST,MS/Petrol,2022,1034.251668
JHARKHAND,REGION - EAST,MS/Petrol,2022,660.3379481
ODISHA,REGION - EAST,MS/Petrol,2022,992.5455147
WEST BENGAL,REGION - EAST,MS/Petrol,2022,1191.083203
CHHATTISGARH,REGION - WEST,MS/Petrol,2022,743.3824058
DADRA & NAGAR HAVELI AND DAMAN & DIU,REGION - WEST,MS/Petrol,2022,44.16305602
GOA,REGION - WEST,MS/Petrol,2022,204.7323744
GUJARAT,REGION - WEST,MS/Petrol,2022,2397.812313
MADHYA PRADESH,REGION - WEST,MS/Petrol,2022,1705.265544
MAHARASHTRA,REGION - WEST,MS/Petrol,2022,3815.231438
ANDHRA PRADESH,REGION - SOUTH,MS/Petrol,2022,1504.149327
KARNATAKA,REGION - SOUTH,MS/Petrol,2022,2648.130844
KERALA,REGION - SOUTH,MS/Petrol,2022,1747.609757
LAKSHADWEEP,REGION - SOUTH,MS/Petrol,2022,0.729479008
PUDUCHERRY,REGION - SOUTH,MS/Petrol,2022,168.3428132
TAMIL NADU,REGION - SOUTH,MS/Petrol,2022,3152.897866
TELANGANA,REGION - SOUTH,MS/Petrol,2022,1541.401048
CHANDIGARH,REGION - NORTH,HSD/Diesel,2022,210.5672121
DELHI,REGION - NORTH,HSD/Diesel,2022,662.0209411
HARYANA,REGION - NORTH,HSD/Diesel,2022,4205.892094
HIMACHAL PRADESH,REGION - NORTH,HSD/Diesel,2022,1002.787339
JAMMU & KASHMIR,REGION - NORTH,HSD/Diesel,2022,821.6939106
LADAKH,REGION - NORTH,HSD/Diesel,2022,80.25210402
PUNJAB,REGION - NORTH,HSD/Diesel,2022,3264.820577
RAJASTHAN,REGION - NORTH,HSD/Diesel,2022,5073.774413
UTTAR PRADESH,REGION - NORTH,HSD/Diesel,2022,9858.559628
UTTARAKHAND,REGION - NORTH,HSD/Diesel,2022,779.6525428
ARUNACHAL PRADESH,REGION - NORTH EAST,HSD/Diesel,2022,227.0079334
ASSAM,REGION - NORTH EAST,HSD/Diesel,2022,1327.499633
MANIPUR,REGION - NORTH EAST,HSD/Diesel,2022,149.4715347
MEGHALAYA,REGION - NORTH EAST,HSD/Diesel,2022,397.3629615
MIZORAM,REGION - NORTH EAST,HSD/Diesel,2022,100.6766935
NAGALAND,REGION - NORTH EAST,HSD/Diesel,2022,109.8594349
SIKKIM,REGION - NORTH EAST,HSD/Diesel,2022,90.7546324
TRIPURA,REGION - NORTH EAST,HSD/Diesel,2022,101.3199362
ANDAMAN & NICOBAR,REGION - EAST,HSD/Diesel,2022,162.7555842
BIHAR,REGION - EAST,HSD/Diesel,2022,2398.440817
JHARKHAND,REGION - EAST,HSD/Diesel,2022,1754.762866
ODISHA,REGION - EAST,HSD/Diesel,2022,2929.119114
WEST BENGAL,REGION - EAST,HSD/Diesel,2022,3496.872237
CHHATTISGARH,REGION - WEST,HSD/Diesel,2022,1930.31684
DADRA & NAGAR HAVELI AND DAMAN & DIU,REGION - WEST,HSD/Diesel,2022,212.7313523
GOA,REGION - WEST,HSD/Diesel,2022,294.0147097
GUJARAT,REGION - WEST,HSD/Diesel,2022,6927.262572
MADHYA PRADESH,REGION - WEST,HSD/Diesel,2022,3884.518772
MAHARASHTRA,REGION - WEST,HSD/Diesel,2022,9291.043951
ANDHRA PRADESH,REGION - SOUTH,HSD/Diesel,2022,3460.415266
KARNATAKA,REGION - SOUTH,HSD/Diesel,2022,8042.016129
KERALA,REGION - SOUTH,HSD/Diesel,2022,2485.56646
LAKSHADWEEP,REGION - SOUTH,HSD/Diesel,2022,16.273504
PUDUCHERRY,REGION - SOUTH,HSD/Diesel,2022,553.0100887
TAMIL NADU,REGION - SOUTH,HSD/Diesel,2022,5999.306118
TELANGANA,REGION - SOUTH,HSD/Diesel,2022,3528.80466
CHANDIGARH,REGION - NORTH,MS/Petrol,2023,119.7830478
DELHI,REGION - NORTH,MS/Petrol,2023,960.2809945
HARYANA,REGION - NORTH,MS/Petrol,2023,1289.944374
HIMACHAL PRADESH,REGION - NORTH,MS/Petrol,2023,320.8233786
JAMMU & KASHMIR,REGION - NORTH,MS/Petrol,2023,380.2384131
LADAKH,REGION - NORTH,MS/Petrol,2023,21.70781605
PUNJAB,REGION - NORTH,MS/Petrol,2023,1182.925176
RAJASTHAN,REGION - NORTH,MS/Petrol,2023,1896.432757
UTTAR PRADESH,REGION - NORTH,MS/Petrol,2023,4368.628595
UTTARAKHAND,REGION - NORTH,MS/Petrol,2023,438.6559163
ARUNACHAL PRADESH,REGION - NORTH EAST,MS/Petrol,2023,77.994126
ASSAM,REGION - NORTH EAST,MS/Petrol,2023,668.1388142
MANIPUR,REGION - NORTH EAST,MS/Petrol,2023,75.49623736
MEGHALAYA,REGION - NORTH EAST,MS/Petrol,2023,135.480995
MIZORAM,REGION - NORTH EAST,MS/Petrol,2023,42.66893785
NAGALAND,REGION - NORTH EAST,MS/Petrol,2023,58.4637438
SIKKIM,REGION - NORTH EAST,MS/Petrol,2023,28.88564745
TRIPURA,REGION - NORTH EAST,MS/Petrol,2023,68.13649274
ANDAMAN & NICOBAR,REGION - EAST,MS/Petrol,2023,20.24133696
BIHAR,REGION - EAST,MS/Petrol,2023,1081.699768
JHARKHAND,REGION - EAST,MS/Petrol,2023,692.9918348
ODISHA,REGION - EAST,MS/Petrol,2023,1058.608772
WEST BENGAL,REGION - EAST,MS/Petrol,2023,1259.086711
CHHATTISGARH,REGION - WEST,MS/Petrol,2023,798.1460084
DADRA & NAGAR HAVELI AND DAMAN & DIU,REGION - WEST,MS/Petrol,2023,46.25747202
GOA,REGION - WEST,MS/Petrol,2023,216.641878
GUJARAT,REGION - WEST,MS/Petrol,2023,2546.102637
MADHYA PRADESH,REGION - WEST,MS/Petrol,2023,1825.126937
MAHARASHTRA,REGION - WEST,MS/Petrol,2023,4068.026104
ANDHRA PRADESH,REGION - SOUTH,MS/Petrol,2023,1571.437366
KARNATAKA,REGION - SOUTH,MS/Petrol,2023,2899.36371
KERALA,REGION - SOUTH,MS/Petrol,2023,1791.475548
LAKSHADWEEP,REGION - SOUTH,MS/Petrol,2023,1.261966003
PUDUCHERRY,REGION - SOUTH,MS/Petrol,2023,181.0565016
TAMIL NADU,REGION - SOUTH,MS/Petrol,2023,3352.043089
TELANGANA,REGION - SOUTH,MS/Petrol,2023,1675.095003
CHANDIGARH,REGION - NORTH,HSD/Diesel,2023,244.5845401
DELHI,REGION - NORTH,HSD/Diesel,2023,614.1923126
HARYANA,REGION - NORTH,HSD/Diesel,2023,4274.540327
HIMACHAL PRADESH,REGION - NORTH,HSD/Diesel,2023,795.1826501
JAMMU & KASHMIR,REGION - NORTH,HSD/Diesel,2023,916.1688812
LADAKH,REGION - NORTH,HSD/Diesel,2023,97.2833562
PUNJAB,REGION - NORTH,HSD/Diesel,2023,3466.9827
RAJASTHAN,REGION - NORTH,HSD/Diesel,2023,5495.016524
UTTAR PRADESH,REGION - NORTH,HSD/Diesel,2023,10307.55372
UTTARAKHAND,REGION - NORTH,HSD/Diesel,2023,815.2868
ARUNACHAL PRADESH,REGION - NORTH EAST,HSD/Diesel,2023,244.5251241
ASSAM,REGION - NORTH EAST,HSD/Diesel,2023,1312.199188
MANIPUR,REGION - NORTH EAST,HSD/Diesel,2023,103.6315599
MEGHALAYA,REGION - NORTH EAST,HSD/Diesel,2023,438.3997438
MIZORAM,REGION - NORTH EAST,HSD/Diesel,2023,111.2325514
NAGALAND,REGION - NORTH EAST,HSD/Diesel,2023,121.9433143
SIKKIM,REGION - NORTH EAST,HSD/Diesel,2023,89.88119336
TRIPURA,REGION - NORTH EAST,HSD/Diesel,2023,108.891975
ANDAMAN & NICOBAR,REGION - EAST,HSD/Diesel,2023,160.8157223
BIHAR,REGION - EAST,HSD/Diesel,2023,2366.859646
JHARKHAND,REGION - EAST,HSD/Diesel,2023,1888.51132
ODISHA,REGION - EAST,HSD/Diesel,2023,3286.803733
WEST BENGAL,REGION - EAST,HSD/Diesel,2023,3522.337089
CHHATTISGARH,REGION - WEST,HSD/Diesel,2023,2125.57398
DADRA & NAGAR HAVELI AND DAMAN & DIU,REGION - WEST,HSD/Diesel,2023,182.6402325
GOA,REGION - WEST,HSD/Diesel,2023,274.0355482
GUJARAT,REGION - WEST,HSD/Diesel,2023,7178.693137
MADHYA PRADESH,REGION - WEST,HSD/Diesel,2023,4163.666551
MAHARASHTRA,REGION - WEST,HSD/Diesel,2023,9926.711929
ANDHRA PRADESH,REGION - SOUTH,HSD/Diesel,2023,3639.501032
KARNATAKA,REGION - SOUTH,HSD/Diesel,2023,8350.588729
KERALA,REGION - SOUTH,HSD/Diesel,2023,2413.269699
LAKSHADWEEP,REGION - SOUTH,HSD/Diesel,2023,19.087928
PUDUCHERRY,REGION - SOUTH,HSD/Diesel,2023,572.7470671
TAMIL NADU,REGION - SOUTH,HSD/Diesel,2023,6287.178001
TELANGANA,REGION - SOUTH,HSD/Diesel,2023,3668.291379
CHANDIGARH,REGION - NORTH,MS/Petrol,2024,129.425
DELHI,REGION - NORTH,MS/Petrol,2024,1035.327
HARYANA,REGION - NORTH,MS/Petrol,2024,1430.32
HIMACHAL PRADESH,REGION - NORTH,MS/Petrol,2024,356.864
JAMMU & KASHMIR,REGION - NORTH,MS/Petrol,2024,412.931
LADAKH,REGION - NORTH,MS/Petrol,2024,22.36
PUNJAB,REGION - NORTH,MS/Petrol,2024,1252.426
RAJASTHAN,REGION - NORTH,MS/Petrol,2024,2035.678
UTTAR PRADESH,REGION - NORTH,MS/Petrol,2024,4832.791
UTTARAKHAND,REGION - NORTH,MS/Petrol,2024,488.611
ARUNACHAL PRADESH,REGION - NORTH EAST,MS/Petrol,2024,89.656
ASSAM,REGION - NORTH EAST,MS/Petrol,2024,720.135
MANIPUR,REGION - NORTH EAST,MS/Petrol,2024,83.287
MEGHALAYA,REGION - NORTH EAST,MS/Petrol,2024,146.804
MIZORAM,REGION - NORTH EAST,MS/Petrol,2024,59.28
NAGALAND,REGION - NORTH EAST,MS/Petrol,2024,59.778
SIKKIM,REGION - NORTH EAST,MS/Petrol,2024,30.496
TRIPURA,REGION - NORTH EAST,MS/Petrol,2024,70.895
ANDAMAN & NICOBAR,REGION - EAST,MS/Petrol,2024,21.787
BIHAR,REGION - EAST,MS/Petrol,2024,1161.232
JHARKHAND,REGION - EAST,MS/Petrol,2024,756.305
ODISHA,REGION - EAST,MS/Petrol,2024,1156.326
WEST BENGAL,REGION - EAST,MS/Petrol,2024,1378.713
CHHATTISGARH,REGION - WEST,MS/Petrol,2024,881.351
